commonName,manufacturerAbbrev,impulseClass,type,diameter,length,totalWeightG,propWeightG,propInfo,avgThrustN,maxThrustN,burnTimeS,totImpulseNs,certOrg,availability,source_url
I470,Cesaroni,I,reload,38,303,495,247.2,White Thunder,472.2,555.2,1.14,540.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/540I470-15A/
J335,Cesaroni,J,reload,38,367,627,341.5,Red Lightning,335.5,410.6,1.93,649.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/649J335-15A/
J410,Cesaroni,J,reload,38,421,735,409.8,Red Lightning,408.9,512.1,1.89,773.8,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/774J410-16A/
J240,Cesaroni,J,reload,54,236,875,446,Red Lightning,240.8,299.4,3.35,806,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/806J240-16A/
J355,Cesaroni,J,reload,54,329,1175,669,Red Lightning,353.3,434.3,3.37,1190,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1190J355-17A/
K500,Cesaroni,K,reload,54,404,1476,892,Red Lightning,498.2,607.9,3.2,1596,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1596K500-18A/
K635,Cesaroni,K,reload,54,488,1768,1115,Red Lightning,637.3,778.7,3.13,1994,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1994K635-17A/
K750,Cesaroni,K,reload,54,572,2057,1321,Red Lightning,749.8,946.3,3.14,2353,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2352K750-18A/
L1030,Cesaroni,L,reload,54,649,2338,1516,Red Lightning,1031,1223,2.7,2788,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2788L1030-P/
K1620,Cesaroni,K,reload,98,240,3077,1193,Vmax,1620,1851,1.51,2440,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2440K1620-P/
L3150,Cesaroni,L,reload,98,394,4731,2386,Vmax,3137,3670,1.53,4808,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4807L3150-P/
M4770,Cesaroni,M,reload,98,548,6503,3579,Vmax,4770,6053,1.53,7312,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/7312M4770-P/
M1890,Cesaroni,M,reload,98,702,8823,5280,Red Lightning,1889,2402,5.25,9876,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/9876M1890-P/
J1520,Cesaroni,J,reload,54,329,1026,537,Vmax,1520,1687,0.71,1093,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1092J1520-17A/
K2045,Cesaroni,K,reload,54,404,1290,716,Vmax,2045,2231,0.69,1408,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1408K2045-17A/
J1055,Cesaroni,J,reload,54,236,772,358,Vmax,1057,1162,0.7,746.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/747J1055-17A/
H125,Cesaroni,H,reload,38,186,293,125,Classic,125.1,152.9,2.15,285.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/266H125-12A/
K590,Cesaroni,K,reload,54,572,1994,1169,Classic/Dual Thrust,590.5,1498,4.059,2398,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2398K590-15A/
N3180,Cesaroni,N,reload,98,1010,12200,7460,Red Lightning,3179,3770,4.47,14200,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/14200N3180-P/
H123,Cesaroni,H,reload,38,186,297,123,Skidmark,122.5,153.3,1.9,232.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/232H123-14A/
J712,Loki,J,reload,38,406,752,372,Loki Blue,641,1278,1.17,751.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J712-LB/
L1482,Loki,L,reload,76,497,3538,1839,Loki Blue,1511,1813,2.56,3882,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/L1482-LB/
H90,Loki,H,reload,38,117,335,120,Loki Red,89.28,157.6,2.56,234.4,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/H90-LR/
I210,Loki,I,reload,38,292,540,240,Loki Red,234.6,422.8,2.08,489.8,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/I210-LR/
H160,Loki,H,reload,38,117,335,120,Loki Blue,169.2,377.2,1.53,260.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/H160-LB/
I430,Loki,I,reload,38,292,540,240,Loki Blue,437,639.5,1.21,532.5,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/I430-LB/
M1800,AeroTech,M,reload,98,751,9162,5599,Black Max,1833,3956,4.5,8208,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1800FJ/
J401,AeroTech,J,reload,54,325,912,511,Black Max,408.9,480,2.8,1115,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/J401FJ/
L2200,AeroTech,L,reload,75,681,4783,2518,Mojave Green,2200,,2.32,5104,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L2200G/
M1500,AeroTech,M,reload,75,681,4896,2631,Mojave Green,1509,,3.46,5220,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1500G/
L339,AeroTech,L,reload,98,302,3210,1796,Warp 9,316.5,445.5,8.82,3043,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L339N/
K1050,AeroTech,K,reload,54,627,2203,1265,White Lightning,1133,2172,2.14,2426,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K1050W/
M2550,Loki,M,reload,76,785,5530,3130,Loki Blue,2550,,2.5,6502,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/M2550-LB/
H100,Loki,H,reload,38,177,335,120,Spitfire,100,,2,200,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/H100-SF/
L1390,AeroTech,L,reload,75,530,3879,1973,Mojave Green,1390,,2.63,3949,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1390G/
J396,Loki,J,reload,38,406,752,372,Spitfire,396,,1.65,650,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J396-SF/
H400,Cesaroni,H,reload,38,186,283.6,122.4,Vmax,396,448,0.64,255,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/255H400-13A/
I195,Cesaroni,I,reload,38,245,417,204.9,Red Lightning,196,241.5,2.02,369.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/396I195-16A/
I566,Cesaroni,I,reload,38,245,384.2,183.5,Vmax,566,640.9,0.65,370,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/370I566-15A/
I800,Cesaroni,I,reload,38,303,457,221,Vmax,805.3,932.5,0.52,419.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/419I800-15A/
K1085,Cesaroni,K,reload,75,350,2430,1199,White Thunder,1113,1204,2.12,2412,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2412K1085-P/
K1200,Cesaroni,K,reload,54,404,1632,960,White Thunder,1194,1364,1.69,2014,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2014K1200-16A/
K1440,Cesaroni,K,reload,54,572,1893,1129,White Thunder,1437,1829,1.65,2372,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2372K1440-17A/
L1720,Cesaroni,L,reload,75,486,3341,1755,White Thunder,1771,1946,2,3660,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3660L1720-P/
L2375,Cesaroni,L,reload,75,621,4161,2322,White Thunder,2451,2798,1.9,4864,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4864L2375-P/
J325,AMW,J,reload,54,326,1230,537,Tamed Tiger,326.1,540.3,3.37,1099,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1099J325-P/
J395,AMW,J,reload,54,326,1268,573,Red Rhino,392.5,470.2,2.74,1079,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1079J395-P/
J400,AMW,J,reload,54,326,1382,723,Black Bear,403.6,499.4,2.42,976.9,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/977J400-P/
J475,AMW,J,reload,54,326,1410,723,Black Bear,476,597.7,2.15,1025,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1025J475-P/
J745,AMW,J,reload,54,326,1220,549,Wild Wolf,742.8,864.2,1.61,1196,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1196J745-P/
J1365,AMW,J,reload,54,326,1119,444,Scalded Tiger,1365,1568,0.68,932.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/932J1365-P/
K455,AMW,K,reload,54,403,1504,716,Tamed Tiger,457.1,787.1,3.24,1483,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1483K455-P/
K535,AMW,K,reload,54,403,1559,764,Red Rhino,532.6,633.6,2.71,1442,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1422K535-P/
K665,AMW,K,reload,54,403,1737,964,Black Bear,664.1,830.1,2.06,1379,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1379K665-P/
K670,AMW,K,reload,54,491,1885,955,Red Rhino,672.4,820.7,2.68,1806,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1806K670-P/
K700,AMW,K,reload,54,491,2088,1205,Black Bear,700.1,867.1,2.37,1660,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1660K700-P/
K855,AMW,K,reload,54,491,2121,1205,Black Bear,854.1,1035,2.02,1725,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1725K855-P/
K1720,AMW,K,reload,54,403,1351,592,Scalded Tiger,1722,2007,0.68,1176,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1176K1720-P/
L985,AMW,L,reload,54,728,2572,1295,Tamed Tiger,986.2,1541,2.7,2665,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/2665L985-P/
N1000,AeroTech,N,reload,98,1046,12770,8293,White Lightning,1079,2262,13.05,14130,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/N1000W/
I180,Cesaroni,I,reload,38,243,394,200,Skidmark,180.9,213,1.873,338.4,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/338I180-14A/
I223,Cesaroni,I,reload,38,302,494,266,Skidmark,223.4,259.6,1.946,434.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/434I223-14A/
I297,AMW,I,reload,38,360,591,329,Skidmark,296.7,375.9,1.813,542.8,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AMW/543I297-15A/
J381,Cesaroni,J,reload,38,419,688,396,Skidmark,380.6,503.1,1.63,659.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/660J381-15A/
J440,AMW,J,reload,54,326,1229,528.4,Blue Baboon,441.7,662.1,2.48,1109,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1109J440-P/
J475,AMW,J,reload,54,403,1493,704.5,Blue Baboon,475.4,627.5,2.6,1233,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1233J475-P/
K710,AMW,K,reload,54,491,1812,880.7,Blue Baboon,712.2,766.8,2.51,1791,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1791K710-P/
K1130,AMW,K,reload,54,728,2574,1334,Blue Baboon,1128,1549,2.27,2551,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/2551K1130-P/
O4900,Cesaroni,O,reload,161,957,32650,17700,Blue Streak,4891,5587,7.6,37150,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/37148O4900-P/
H133,Cesaroni,H,reload,29,187,190,76.7,Blue Streak,133.1,191.1,1.23,163.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/163H133-14A/
H170,Cesaroni,H,reload,29,231,232,102.3,Blue Streak,171.3,243.8,1.27,217.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/217H170-14A/
H200,Cesaroni,H,reload,29,276,274,127.9,Blue Streak,201.7,303.2,1.29,260.8,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/261H200-14A/
H255,Cesaroni,H,reload,29,320,318,153.4,Blue Streak,254.2,411.1,1.24,315.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/315H255-14A/
K820,Cesaroni,K,reload,54,572,1982,1164,Blue Streak,821.6,1471,2.9,2383,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2383K820-17A/
L990,Cesaroni,L,reload,54,649,2236,1369,Blue Streak,991,1703,2.8,2771,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2771L990-P/
L1395,Cesaroni,L,reload,75,621,4323,2365,Blue Streak,1396,1780,3.51,4895,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4895L1395-P/
M1670,Cesaroni,M,reload,75,757,5231,2130,Blue Streak,1668,2232,3.63,6042,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6026M1670-P/
H90,Cesaroni,H,reload,29,187,163,77.1,Classic,90.3,154.1,1.82,164.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/164H90-12A/
H118,Cesaroni,H,reload,29,231,232,102.8,Classic,118.4,191.3,1.83,216.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/216H118-12A/
H140,Cesaroni,H,reload,29,276,277,128.5,Classic,141.8,247.8,1.89,268,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/268H140-11A/
H160,Cesaroni,H,reload,29,320,319,154.2,Classic,161.5,334.8,1.93,311.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/312H160-12A/
J420,Cesaroni,J,reload,38,500,874,479.4,Classic,419.9,783.1,2.4,1008,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1008J420-15A/
I204,Cesaroni,I,reload,29,320,349,185.4,Imax,204.2,356.8,1.7,347.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/348I204-13A/
J530,Cesaroni,J,reload,38,500,977,576.5,Imax,531.2,828.8,2.1,1116,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1115J530-15A/
L585,Cesaroni,L,reload,75,350,2784,1450,Imax,583.8,679.8,4.55,2653,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2653L585-P/
M1540,Cesaroni,M,reload,75,757,5906,3624,Imax,1537,2329,4.44,6819,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6819M1540-P/
L995,Cesaroni,L,reload,75,486,3591,1913,Red Lightning,996.5,1405,3.63,3618,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3618L995-P/
M1810,Cesaroni,M,reload,75,757,5416,3196,Red Lightning,1811,2159,3.39,6132,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6128M1810-P/
K610,AMW,K,reload,54,491,1765,861,Skidmark,612.1,730.6,2.5,1531,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1531K610-P/
H123,Cesaroni,H,reload,29,231,228,100,Skidmark,123,149.8,1.44,176.5,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/176H123-12A/
H160,Cesaroni,H,reload,29,276,272,125,Skidmark,159,191.9,1.4,220.5,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/220H160-14A/
H180,Cesaroni,H,reload,29,320,314,150,Skidmark,179.6,266.1,1.44,258,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/258H180-14A/
K454,Cesaroni,K,reload,54,404,1391,769.2,Skidmark,454.1,620,3,1364,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1364K454-19A/
K515,Cesaroni,K,reload,54,500,1654,961.5,Skidmark,513.4,718.5,3.22,1654,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1654K515-16A/
I316,Loki,I,reload,38,292,540,240,Spitfire,316,,1.5,408.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/I316-SF/
M1200,Loki,M,reload,76,785,5368,2968,Spitfire,1242,1550,4.485,5123,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/M1200-SF/
L780,Loki,L,reload,76,498,3500,1800,Spitfire,783.3,995,3.83,3006,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/L780-SF/
K830,Loki,K,reload,54,726,2400,1400,Spitfire,835,1174,2.73,2287,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/K830-SF/
K690,Loki,K,reload,54,498,2400,1400,Spitfire,687,910,2.35,1616,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/K690-SF/
J350,Loki,J,reload,54,327,1260,590,Spitfire,350,448,2.67,931,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J350-SF/
J650,Loki,J,reload,38,625,1143,573,Spitfire,648,974,1.45,942,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J650-SF/
K675,Cesaroni,K,reload,54,572,1940,1141,Skidmark,673.8,991.6,2.98,2010,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2010K675-18A/
K815,Cesaroni,K,reload,54,649,2197,1342,Skidmark,814.9,1247,2.83,2304,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2304K815-P/
H175,Cesaroni,H,reload,29,231,247,118.1,Smoky Sam,175.1,221.6,0.95,166,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/166H175-14A/
H237,Cesaroni,H,reload,29,276,294,147.6,Smoky Sam,237.2,295.9,0.88,206.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/206H237-13A/
H295,Cesaroni,H,reload,29,320,342,177.1,Smoky Sam,296,359.5,0.85,252.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/253H295-13A/
L1355,Cesaroni,L,reload,75,621,4962,3012,Smoky Sam,1356,1792,2.97,4026,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4025L1355-P/
L1685,Cesaroni,L,reload,75,757,6051,3773,Smoky Sam,1686,2570,3.01,5069,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5069L1685-P/
I445,Cesaroni,I,reload,54,143,575,212.7,Vmax,442.7,526.2,1.07,474.9,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/475I445-16A/
H163,Cesaroni,H,reload,29,187,187,78.2,White Thunder,162.7,216.9,1.02,166.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/166H163-14A/
H255,Cesaroni,H,reload,29,231,232,104.3,White Thunder,254.3,363,0.9,229.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/229H255-14A/
H399,Cesaroni,H,reload,29,320,294,132.6,White Thunder,399.3,545.8,0.71,282.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/282H399-12A/
K1250,AMW,K,reload,54,491,1815,915,Wild Wolf,1252,1661,1.56,1951,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1951K1250-P/
H87,Cesaroni,H,reload,29,187,205,92.7,Imax,86.7,139.2,1.94,167.9,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/168H87-12A/
H226,Cesaroni,H,reload,29,365,360,175,Skidmark,225.6,362.3,1.35,305,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/305H226-14A/
H340,Cesaroni,H,reload,29,365,391,206.7,Smoky Sam,340.6,447.5,0.84,287.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/287H340-14A/
H100,Cesaroni,H,reload,38,186,327,154.4,Imax,101.7,117.9,2.82,286.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/286H100-15A/
I216,Cesaroni,I,reload,38,367,601,312.5,Classic,216.1,379.5,2.94,636.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/636I216-14A/
L640,Cesaroni,L,reload,54,649,2244,1293,Classic/Dual Thrust,638.4,1590,4.28,2772,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2772L640-P/
L1410,Cesaroni,L,reload,75,757,5115,2875,Skidmark,1409,1670,3.43,4828,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4828L1410-P/
I49,AeroTech,I,reload,38,184,398,205,Warp 9,49.4,63.7,7.68,383,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/I49N/
I59,AeroTech,I,reload,38,232,487,272,White Lightning/Warp 9,60.8,172.9,7.99,486,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/I59WN/
H233,Cesaroni,H,reload,29,320,327.6,163.7,Red Lightning,233.5,354.7,1.33,311.5,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/311H233-14A/
M1770,Cesaroni,M,reload,75,893,5993,3520,Skidmark,1777,2195,3.34,5933,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5933M1770-P/
L1276,AMW,L,reload,54,728,2960,1475,Red Rhino,1276,1496,2.077,2729,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AMW/2730L1276-P/
K780,Cesaroni,K,reload,54,489,1700,1140,Blue Streak,779.9,1016,2.696,2108,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/2108K780-15A/
K630,Cesaroni,K,reload,54,405,1410,912,Blue Streak,629.1,787.3,2.677,1679,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/1679K630-15A/
J449,Cesaroni,J,reload,54,321,1122,624,Blue Streak,448.5,589.5,2.754,1261,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/1261J449-15A/
J293,Cesaroni,J,reload,54,237,840,416,Blue Streak,292.7,386.1,2.848,837.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/838J293-13A/
I150,Cesaroni,I,reload,54,153,570,226,Blue Streak,149.5,179.2,3.175,465.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/465I150-11A/
I218,Cesaroni,I,reload,54,153,580,230,White Thunder,218.3,294.2,2.251,491.2,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/491I218-14A/
J250,Cesaroni,J,reload,54,237,830,406,Skidmark,250,337.6,2.732,682.8,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/683J250-15A/
J580,Cesaroni,J,reload,38,510,1044,588,Smoky Sam,577.4,691.5,1.553,896.4,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/896J580-17A/
J600,Cesaroni,J,reload,38,510,906,551,Red Lightning,603.5,721,1.655,998.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/999J600-16A/
H151,Cesaroni,H,reload,29,231,238,109.1,Red Lightning,150.8,214.8,1.38,207.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/207H151-15A/
H194,Cesaroni,H,reload,29,276,284,136.4,Red Lightning,194.3,292,1.34,260.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/260H194-14A/
M1300,Cesaroni,M,reload,75,757,5657,3437,Imax/Dual Thrust,1304,2827,4.94,6738,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6438M1300-P/
N4100,Cesaroni,N,reload,98,1239,14750,9101,Red Lightning,4127,4797,4.31,17790,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/17790N4100-P/
M1630,AMW,M,reload,75,1039,7237,3948,Tamed Tiger,1633,6805,5.03,8212,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/8212M1630-P/
L1170,AeroTech,L,reload,75,665,4990,2800,Black Max,1141,1489,3.7,4232,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1170FJ/
J360,Cesaroni,J,reload,54,321,1104,606,Skidmark,362.3,559.3,2.804,1016,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/1016J360-15A/
J595,Cesaroni,J,reload,38,510,866,511,Blue Streak,595.4,925.4,1.654,985,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/985J595-16A/
J425,Cesaroni,J,reload,38,419,700,405,Blue Streak,426.9,631,1.837,783.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/784J425-16A/
J357,Cesaroni,J,reload,38,260,601,337,Blue Streak,357,512.3,1.845,657.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/658J357-17A/
I303,Cesaroni,I,reload,38,302,500,270,Blue Streak,303.2,415.6,1.774,537.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/538I303-16A/
I236,Cesaroni,I,reload,38,243,400,204,Blue Streak,236.3,313.7,1.753,413,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/413I236-17A/
H152,Cesaroni,H,reload,38,185,298,138,Blue Streak,152.4,212.4,1.914,275.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/276H152-15A/
J520,Cesaroni,J,reload,38,510,850,498,Skidmark,519.4,658.2,1.634,848.4,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/848J520-16A/
J1000,Loki,J,reload,38,625,1143,573,Loki White,976,1400,1.25,1220,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J1000-LW/
L480,Loki,L,reload,76,498,3538,1814,Loki Red,500,567,6.4,3200,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/L480-LR/
