commonName,manufacturerAbbrev,impulseClass,type,diameter,length,totalWeightG,propWeightG,propInfo,avgThrustN,maxThrustN,burnTimeS,totImpulseNs,certOrg,availability,source_url
M1500,AeroTech,M,reload,75,681,4896,2631,Mojave Green,1509,,3.46,5220,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/M1500G/
L339,AeroTech,L,reload,98,302,3210,1796,Warp 9,316.5,445.5,8.82,3043,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L339N/
K1050,AeroTech,K,reload,54,627,2203,1265,White Lightning,1133,2172,2.14,2426,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/K1050W/
M2550,Loki,M,reload,76,785,5530,3130,Loki Blue,2550,,2.5,6502,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/M2550-LB/
H100,Loki,H,reload,38,177,335,120,Spitfire,100,,2,200,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/H100-SF/
F32,AeroTech,F,SU,24,95,64,31,Blue Thunder,34.1,61.3,1.66,56.9,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/F32T/
G82,KBA,G,reload,29,206,231,90,White Lightning,79.9,103.7,1.78,142.7,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/KBA/G82W/
G135,KBA,G,reload,29,206,226,80,Redline,137,158.8,1.03,143,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/KBA/G135R/
H130,KBA,H,reload,29,291,709,140,White Lightning,133,223.2,1.85,246.3,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/KBA/H130W/
H225,KBA,H,reload,29,291,316,133,Redline,221.8,281,1.08,241.2,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/KBA/H225R/
J520,KBA,J,reload,38,368,722,327,Kosdon Fast,525.5,683.6,1.22,645.9,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/KBA/J520F/
K700,KBA,K,reload,54,406,1503,734,Kosdon Fast,776.1,909,1.84,1434,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/KBA/K700F/
L1390,AeroTech,L,reload,75,530,3879,1973,Mojave Green,1390,,2.63,3949,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AeroTech/L1390G/
J396,Loki,J,reload,38,406,752,372,Spitfire,396,,1.65,650,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J396-SF/
G185,Cesaroni,G,reload,38,127,188.4,62.1,Vmax,183.3,212.2,0.69,128,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/128G185-12A/
H400,Cesaroni,H,reload,38,186,283.6,122.4,Vmax,396,448,0.64,255,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/255H400-13A/
I195,Cesaroni,I,reload,38,245,417,204.9,Red Lightning,196,241.5,2.02,369.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/396I195-16A/
I566,Cesaroni,I,reload,38,245,384.2,183.5,Vmax,566,640.9,0.65,370,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/370I566-15A/
I800,Cesaroni,I,reload,38,303,457,221,Vmax,805.3,932.5,0.52,419.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/419I800-15A/
K1085,Cesaroni,K,reload,75,350,2430,1199,White Thunder,1113,1204,2.12,2412,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2412K1085-P/
K1200,Cesaroni,K,reload,54,404,1632,960,White Thunder,1194,1364,1.69,2014,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2014K1200-16A/
K1440,Cesaroni,K,reload,54,572,1893,1129,White Thunder,1437,1829,1.65,2372,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2372K1440-17A/
L1720,Cesaroni,L,reload,75,486,3341,1755,White Thunder,1771,1946,2,3660,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3660L1720-P/
L2375,Cesaroni,L,reload,75,621,4161,2322,White Thunder,2451,2798,1.9,4864,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4864L2375-P/
J230,AMW,J,reload,54,326,1169,525.7,,231.8,276.7,4.08,945.9,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/AMW/J230SK-P/
J325,AMW,J,reload,54,326,1230,537,Tamed Tiger,326.1,540.3,3.37,1099,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1099J325-P/
J395,AMW,J,reload,54,326,1268,573,Red Rhino,392.5,470.2,2.74,1079,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1079J395-P/
J400,AMW,J,reload,54,326,1382,723,Black Bear,403.6,499.4,2.42,976.9,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/977J400-P/
J475,AMW,J,reload,54,326,1410,723,Black Bear,476,597.7,2.15,1025,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1025J475-P/
J745,AMW,J,reload,54,326,1220,549,Wild Wolf,742.8,864.2,1.61,1196,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1196J745-P/
J1365,AMW,J,reload,54,326,1119,444,Scalded Tiger,1365,1568,0.68,932.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/932J1365-P/
K455,AMW,K,reload,54,403,1504,716,Tamed Tiger,457.1,787.1,3.24,1483,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1483K455-P/
K535,AMW,K,reload,54,403,1559,764,Red Rhino,532.6,633.6,2.71,1442,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1422K535-P/
K665,AMW,K,reload,54,403,1737,964,Black Bear,664.1,830.1,2.06,1379,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1379K665-P/
K670,AMW,K,reload,54,491,1885,955,Red Rhino,672.4,820.7,2.68,1806,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1806K670-P/
K700,AMW,K,reload,54,491,2088,1205,Black Bear,700.1,867.1,2.37,1660,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1660K700-P/
K855,AMW,K,reload,54,491,2121,1205,Black Bear,854.1,1035,2.02,1725,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1725K855-P/
K1720,AMW,K,reload,54,403,1351,592,Scalded Tiger,1722,2007,0.68,1176,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1176K1720-P/
L985,AMW,L,reload,54,728,2572,1295,Tamed Tiger,986.2,1541,2.7,2665,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/2665L985-P/
H225,Gorilla,H,reload,38,249,466,173,Black Lightning,225,240.3,1.2,226,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/H225BL/
I223,Gorilla,I,reload,38,249,466,181,Green Tornado,235,240.3,1.4,327.9,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/I223GT/
H186,Gorilla,H,reload,38,249,472,178,Red Twister,186,220.3,1.69,312.1,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/H186RT/
I389,Gorilla,I,reload,38,370,693,303,Green Tornado,389,454.9,1.42,553.1,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/I389GT/
I324,Gorilla,I,reload,38,370,688,299,Red Twister,324,369.2,1.65,526.5,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/I324RT/
J395,Gorilla,J,reload,54,326,1160,524,Red Twister,395,460.2,2.59,1026,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/J395RT/
K520,Gorilla,K,reload,54,401,1442,698,Red Twister,520,593.1,2.61,1356,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/K520RT/
K700,Gorilla,K,reload,54,492,1716,856,Red Twister,700,788.2,2.41,1691,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/K700RT/
K1185,Gorilla,K,reload,54,728,2541,1314,Green Tornado,1185,1380,2.1,2460,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/K1185GT/
L985,Gorilla,L,reload,75,498,3632,1875,Green Tornado,985,1202,3.6,3580,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/L985GT/
L789,Gorilla,L,reload,75,497,3378,1796,Red Twister,789,996.3,4.17,3252,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/L789RT/
N1000,AeroTech,N,reload,98,1046,12770,8293,White Lightning,1079,2262,13.05,14130,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/N1000W/
N2801,AMW,N,reload,98,1213,13680,,Skidmark,2776,4199,5.2,11940,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/AMW/SK-98-17500/
M1665,Gorilla,M,reload,75,787,5620,2950,White Cloud,1666,2299,3.42,5705,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/M1665WC/
M1355,Gorilla,M,reload,75,787,5501,2831,Red Twister,1354,1981,3.82,5165,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/M1355RT/
L1065,Gorilla,L,reload,75,787,5363,2693,Black Lightning,1065,1932,3.95,4210,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/L1065BL/
I180,Cesaroni,I,reload,38,243,394,200,Skidmark,180.9,213,1.873,338.4,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/338I180-14A/
I223,Cesaroni,I,reload,38,302,494,266,Skidmark,223.4,259.6,1.946,434.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/434I223-14A/
I297,AMW,I,reload,38,360,591,329,Skidmark,296.7,375.9,1.813,542.8,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AMW/543I297-15A/
J381,Cesaroni,J,reload,38,419,688,396,Skidmark,380.6,503.1,1.63,659.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/660J381-15A/
J440,AMW,J,reload,54,326,1229,528.4,Blue Baboon,441.7,662.1,2.48,1109,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1109J440-P/
J475,AMW,J,reload,54,403,1493,704.5,Blue Baboon,475.4,627.5,2.6,1233,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1233J475-P/
K710,AMW,K,reload,54,491,1812,880.7,Blue Baboon,712.2,766.8,2.51,1791,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1791K710-P/
K1130,AMW,K,reload,54,728,2574,1334,Blue Baboon,1128,1549,2.27,2551,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/2551K1130-P/
O4900,Cesaroni,O,reload,161,957,32650,17700,Blue Streak,4891,5587,7.6,37150,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/37148O4900-P/
F36,Cesaroni,F,reload,29,98,101,25.6,Blue Streak,36.4,46.3,1.42,51.5,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/51F36-14A/
G83,Cesaroni,G,reload,29,142,145,51.1,Blue Streak,83.1,99,1.29,107.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/107G83-14A/
H133,Cesaroni,H,reload,29,187,190,76.7,Blue Streak,133.1,191.1,1.23,163.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/163H133-14A/
H170,Cesaroni,H,reload,29,231,232,102.3,Blue Streak,171.3,243.8,1.27,217.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/217H170-14A/
H200,Cesaroni,H,reload,29,276,274,127.9,Blue Streak,201.7,303.2,1.29,260.8,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/261H200-14A/
H255,Cesaroni,H,reload,29,320,318,153.4,Blue Streak,254.2,411.1,1.24,315.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/315H255-14A/
K820,Cesaroni,K,reload,54,572,1982,1164,Blue Streak,821.6,1471,2.9,2383,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2383K820-17A/
L990,Cesaroni,L,reload,54,649,2236,1369,Blue Streak,991,1703,2.8,2771,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2771L990-P/
L1395,Cesaroni,L,reload,75,621,4323,2365,Blue Streak,1396,1780,3.51,4895,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4895L1395-P/
M1670,Cesaroni,M,reload,75,757,5231,2130,Blue Streak,1668,2232,3.63,6042,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6026M1670-P/
G118,Cesaroni,G,reload,29,187,188,76.7,Blue Streak,117.8,157.3,1.35,159.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/159G118-15A/
G57,Cesaroni,G,reload,29,142,146,51.4,Classic,57.2,85.4,1.89,107.8,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/108G57-12A/
H90,Cesaroni,H,reload,29,187,163,77.1,Classic,90.3,154.1,1.82,164.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/164H90-12A/
H118,Cesaroni,H,reload,29,231,232,102.8,Classic,118.4,191.3,1.83,216.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/216H118-12A/
H140,Cesaroni,H,reload,29,276,277,128.5,Classic,141.8,247.8,1.89,268,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/268H140-11A/
H160,Cesaroni,H,reload,29,320,319,154.2,Classic,161.5,334.8,1.93,311.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/312H160-12A/
J420,Cesaroni,J,reload,38,500,874,479.4,Classic,419.9,783.1,2.4,1008,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1008J420-15A/
I204,Cesaroni,I,reload,29,320,349,185.4,Imax,204.2,356.8,1.7,347.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/348I204-13A/
J530,Cesaroni,J,reload,38,500,977,576.5,Imax,531.2,828.8,2.1,1116,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1115J530-15A/
L585,Cesaroni,L,reload,75,350,2784,1450,Imax,583.8,679.8,4.55,2653,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2653L585-P/
M1540,Cesaroni,M,reload,75,757,5906,3624,Imax,1537,2329,4.44,6819,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6819M1540-P/
L995,Cesaroni,L,reload,75,486,3591,1913,Red Lightning,996.5,1405,3.63,3618,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/3618L995-P/
M1810,Cesaroni,M,reload,75,757,5416,3196,Red Lightning,1811,2159,3.39,6132,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6128M1810-P/
K610,AMW,K,reload,54,491,1765,861,Skidmark,612.1,730.6,2.5,1531,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1531K610-P/
G106,Cesaroni,G,reload,29,187,187,75,Skidmark,106,128.7,1.31,138.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/138G106-14A/
H123,Cesaroni,H,reload,29,231,228,100,Skidmark,123,149.8,1.44,176.5,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/176H123-12A/
H160,Cesaroni,H,reload,29,276,272,125,Skidmark,159,191.9,1.4,220.5,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/220H160-14A/
H180,Cesaroni,H,reload,29,320,314,150,Skidmark,179.6,266.1,1.44,258,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/258H180-14A/
K454,Cesaroni,K,reload,54,404,1391,769.2,Skidmark,454.1,620,3,1364,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1364K454-19A/
K515,Cesaroni,K,reload,54,500,1654,961.5,Skidmark,513.4,718.5,3.22,1654,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/1654K515-16A/
I250,Alpha,I,hybrid,54,711,1854,353.8,,231,375,2.32,540,National Association of Rocketry,OOP,http://www.thrustcurve.org/motors/Alpha/I250/
I316,Loki,I,reload,38,292,540,240,Spitfire,316,,1.5,408.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/I316-SF/
M1200,Loki,M,reload,76,785,5368,2968,Spitfire,1242,1550,4.485,5123,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/M1200-SF/
L780,Loki,L,reload,76,498,3500,1800,Spitfire,783.3,995,3.83,3006,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/L780-SF/
K830,Loki,K,reload,54,726,2400,1400,Spitfire,835,1174,2.73,2287,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/K830-SF/
K690,Loki,K,reload,54,498,2400,1400,Spitfire,687,910,2.35,1616,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/K690-SF/
J350,Loki,J,reload,54,327,1260,590,Spitfire,350,448,2.67,931,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J350-SF/
J650,Loki,J,reload,38,625,1143,573,Spitfire,648,974,1.45,942,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Loki/J650-SF/
J485,Gorilla,J,reload,54,326,1190,575,White Cloud,484,600,2.19,1060,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/J485WC/
K630,Gorilla,K,reload,54,402,1560,765,White Cloud,631,827,2.24,1415,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/K630WC/
K805,Gorilla,K,reload,54,491,1775,950,White Cloud,805.6,1103,2.19,1765,"Tripoli Rocketry Association, Inc.",OOP,http://www.thrustcurve.org/motors/Gorilla/K805WC/
K675,Cesaroni,K,reload,54,572,1940,1141,Skidmark,673.8,991.6,2.98,2010,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2010K675-18A/
K815,Cesaroni,K,reload,54,649,2197,1342,Skidmark,814.9,1247,2.83,2304,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2304K815-P/
F36,Cesaroni,F,reload,29,98,104,69,Smoky Sam,38.5,72.7,1.07,41.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/41F36-11A/
G88,Cesaroni,G,reload,29,142,152,59,Smoky Sam,87.7,123.6,0.96,84.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/84G88-11A/
G131,Cesaroni,G,reload,29,187,200,88.6,Smoky Sam,130.8,182.6,0.96,125.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/125G131-14A/
H175,Cesaroni,H,reload,29,231,247,118.1,Smoky Sam,175.1,221.6,0.95,166,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/166H175-14A/
H237,Cesaroni,H,reload,29,276,294,147.6,Smoky Sam,237.2,295.9,0.88,206.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/206H237-13A/
H295,Cesaroni,H,reload,29,320,342,177.1,Smoky Sam,296,359.5,0.85,252.7,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/253H295-13A/
L1355,Cesaroni,L,reload,75,621,4962,3012,Smoky Sam,1356,1792,2.97,4026,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4025L1355-P/
L1685,Cesaroni,L,reload,75,757,6051,3773,Smoky Sam,1686,2570,3.01,5069,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5069L1685-P/
I445,Cesaroni,I,reload,54,143,575,212.7,Vmax,442.7,526.2,1.07,474.9,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/475I445-16A/
F59,Cesaroni,F,reload,29,98,99,26.1,White Thunder,58.9,70.9,0.96,57,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/57F59-12A/
G126,Cesaroni,G,reload,29,142,145,52.1,White Thunder,125.8,167.4,0.93,116,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/116G126-13A/
H163,Cesaroni,H,reload,29,187,187,78.2,White Thunder,162.7,216.9,1.02,166.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/166H163-14A/
H255,Cesaroni,H,reload,29,231,232,104.3,White Thunder,254.3,363,0.9,229.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/229H255-14A/
H399,Cesaroni,H,reload,29,320,294,132.6,White Thunder,399.3,545.8,0.71,282.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/282H399-12A/
K1250,AMW,K,reload,54,491,1815,915,Wild Wolf,1252,1661,1.56,1951,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/1951K1250-P/
H87,Cesaroni,H,reload,29,187,205,92.7,Imax,86.7,139.2,1.94,167.9,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/168H87-12A/
H226,Cesaroni,H,reload,29,365,360,175,Skidmark,225.6,362.3,1.35,305,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/305H226-14A/
H340,Cesaroni,H,reload,29,365,391,206.7,Smoky Sam,340.6,447.5,0.84,287.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/287H340-14A/
G50,Cesaroni,G,reload,38,127,218,77.7,Imax,52.5,78.8,2.87,150,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/150G50-15A/
H100,Cesaroni,H,reload,38,186,327,154.4,Imax,101.7,117.9,2.82,286.4,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/286H100-15A/
I216,Cesaroni,I,reload,38,367,601,312.5,Classic,216.1,379.5,2.94,636.1,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/636I216-14A/
L640,Cesaroni,L,reload,54,649,2244,1293,Classic/Dual Thrust,638.4,1590,4.28,2772,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/2772L640-P/
L1410,Cesaroni,L,reload,75,757,5115,2875,Skidmark,1409,1670,3.43,4828,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/4828L1410-P/
I49,AeroTech,I,reload,38,184,398,205,Warp 9,49.4,63.7,7.68,383,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/I49N/
I59,AeroTech,I,reload,38,232,487,272,White Lightning/Warp 9,60.8,172.9,7.99,486,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/I59WN/
G125,Cesaroni,G,reload,29,187,194.5,81.9,Red Lightning,125.3,171.8,1.27,159.6,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/159G125-14A/
H233,Cesaroni,H,reload,29,320,327.6,163.7,Red Lightning,233.5,354.7,1.33,311.5,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/311H233-14A/
M1770,Cesaroni,M,reload,75,893,5993,3520,Skidmark,1777,2195,3.34,5933,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/5933M1770-P/
L1276,AMW,L,reload,54,728,2960,1475,Red Rhino,1276,1496,2.077,2729,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/AMW/2730L1276-P/
K780,Cesaroni,K,reload,54,489,1700,1140,Blue Streak,779.9,1016,2.696,2108,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/2108K780-15A/
K630,Cesaroni,K,reload,54,405,1410,912,Blue Streak,629.1,787.3,2.677,1679,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/1679K630-15A/
J449,Cesaroni,J,reload,54,321,1122,624,Blue Streak,448.5,589.5,2.754,1261,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/1261J449-15A/
J293,Cesaroni,J,reload,54,237,840,416,Blue Streak,292.7,386.1,2.848,837.9,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/838J293-13A/
I150,Cesaroni,I,reload,54,153,570,226,Blue Streak,149.5,179.2,3.175,465.1,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/465I150-11A/
I218,Cesaroni,I,reload,54,153,580,230,White Thunder,218.3,294.2,2.251,491.2,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/491I218-14A/
J250,Cesaroni,J,reload,54,237,830,406,Skidmark,250,337.6,2.732,682.8,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/683J250-15A/
J580,Cesaroni,J,reload,38,510,1044,588,Smoky Sam,577.4,691.5,1.553,896.4,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/896J580-17A/
J600,Cesaroni,J,reload,38,510,906,551,Red Lightning,603.5,721,1.655,998.6,"Tripoli Rocketry Association, Inc.",regular,http://www.thrustcurve.org/motors/Cesaroni/999J600-16A/
H151,Cesaroni,H,reload,29,231,238,109.1,Red Lightning,150.8,214.8,1.38,207.2,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/207H151-15A/
H194,Cesaroni,H,reload,29,276,284,136.4,Red Lightning,194.3,292,1.34,260.3,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/260H194-14A/
M1300,Cesaroni,M,reload,75,757,5657,3437,Imax/Dual Thrust,1304,2827,4.94,6738,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/6438M1300-P/
N4100,Cesaroni,N,reload,98,1239,14750,9101,Red Lightning,4127,4797,4.31,17790,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/Cesaroni/17790N4100-P/
M1630,AMW,M,reload,75,1039,7237,3948,Tamed Tiger,1633,6805,5.03,8212,Canadian Association of Rocketry,regular,http://www.thrustcurve.org/motors/AMW/8212M1630-P/
D10,AeroTech,D,SU,18,70,25.9,9.8,White Lightning,13.39,25.13,1.4,18.75,National Association of Rocketry,regular,http://www.thrustcurve.org/motors/AeroTech/D10W/
